#Updated: 02/12/2016 07:21:57
#organism_name	taxID	group	sub group	assembly	level	refSeq FTP	geneBank FTP
Culex quinquefasciatus	7176	Animals	Insects	GCA_000209185.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/185/GCF_000209185.1_CulPip1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/185/GCA_000209185.1_CulPip1.0
Papio anubis	9555	Animals	Mammals	GCA_000264685.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/685/GCF_000264685.2_Panu_2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/685/GCA_000264685.1_Panu_2.0
Solanum tuberosum	4113	Plants	Land Plants	GCA_000226075.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/075/GCF_000226075.1_SolTub_3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/075/GCA_000226075.1_SolTub_3.0
Vitis vinifera	29760	Plants	Land Plants	GCA_000003745.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.3_12X	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/745/GCA_000003745.2_12X
Canis lupus familiaris	9615	Animals	Mammals	GCA_000002285.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/285/GCF_000002285.3_CanFam3.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/285/GCA_000002285.2_CanFam3.1
Tetraodon nigroviridis	99883	Animals	Fishes	GCA_000180735.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/735/GCA_000180735.1_ASM18073v1
[Candida] glabrata	5478	Fungi	Ascomycetes	GCA_000002545.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/545/GCF_000002545.3_ASM254v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/545/GCA_000002545.2_ASM254v2
Kluyveromyces lactis	28985	Fungi	Ascomycetes	GCA_000002515.1 	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/515/GCF_000002515.2_ASM251v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/515/GCA_000002515.1_ASM251v1
Yarrowia lipolytica CLIB122	284591	Fungi	Ascomycetes	GCA_000002525.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/525/GCF_000002525.2_ASM252v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/525/GCA_000002525.1_ASM252v1
Debaryomyces hansenii CBS767	284592	Fungi	Ascomycetes	GCA_000006445.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/445/GCF_000006445.2_ASM644v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/445/GCA_000006445.2_ASM644v2
Oreochromis niloticus	8128	Animals	Fishes	GCA_000188235.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/235/GCF_000188235.2_Orenil1.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/235/GCA_000188235.2_Orenil1.1
Drosophila simulans	7240	Animals	Insects	GCA_000754195.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/195/GCF_000754195.2_ASM75419v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/195/GCA_000754195.2_ASM75419v2
Pan troglodytes	9598	Animals	Mammals	GCA_000001515.5 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/515/GCF_000001515.7_Pan_tro_3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/515/GCA_000001515.5_Pan_tro_3.0
Brassica napus	3708	Plants	Land Plants	GCA_000686985.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/985/GCF_000686985.1_Brassica_napus_assembly_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/985/GCA_000686985.1_Brassica_napus_assembly_v1.0
Zygosaccharomyces rouxii	4956	Fungi	Ascomycetes	GCA_000026365.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/365/GCF_000026365.1_ASM2636v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/365/GCA_000026365.1_ASM2636v1
Lachancea thermotolerans CBS 6340	559295	Fungi	Ascomycetes	GCA_000142805.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/805/GCF_000142805.1_ASM14280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/142/805/GCA_000142805.1_ASM14280v1
Millerozyma farinosa CBS 7064	559304	Fungi	Ascomycetes	GCA_000315895.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/895/GCF_000315895.1_ASM31589v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/895/GCA_000315895.1_ASM31589v1
Candida tropicalis MYA-3404	294747	Fungi	Ascomycetes	GCA_000006335.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/335/GCF_000006335.2_ASM633v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/335/GCA_000006335.2_ASM633v2
Monodelphis domestica	13616	Animals	Mammals	GCF_000002295.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/295/GCF_000002295.2_MonDom5	-
Beta vulgaris subsp. vulgaris	3555	Plants	Land Plants	GCA_000511025.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/025/GCF_000511025.1_RefBeet-1.2.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/025/GCA_000511025.1_RefBeet-1.2.1
Tribolium castaneum	7070	Animals	Insects	GCA_000002335.3 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/335/GCF_000002335.3_Tcas5.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/335/GCA_000002335.3_Tcas5.2
Drosophila pseudoobscura pseudoobscura	46245	Animals	Insects	GCA_000001765.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/765/GCF_000001765.3_Dpse_3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/765/GCA_000001765.2_Dpse_3.0
Macaca mulatta	9544	Animals	Mammals	GCA_000772875.3 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/875/GCF_000772875.2_Mmul_8.0.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/875/GCA_000772875.3_Mmul_8.0.1
Tetrahymena thermophila SB210	312017	Protists	Other Protists	GCA_000189635.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/635/GCF_000189635.1_JCVI-TTA1-2.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/635/GCA_000189635.1_JCVI-TTA1-2.2
Phytophthora sojae	67593	Protists	Other Protists	GCA_000149755.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/755/GCF_000149755.1_P.sojae_V3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/755/GCA_000149755.2_P.sojae_V3.0
Loxodonta africana	9785	Animals	Mammals	GCA_000001905.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/905/GCF_000001905.1_Loxafr3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/905/GCA_000001905.1_Loxafr3.0
Phytophthora ramorum	164328	Protists	Other Protists	GCA_000149735.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/735/GCA_000149735.1_ASM14973v1
Brassica rapa	3711	Plants	Land Plants	GCA_000309985.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/985/GCF_000309985.1_Brapa_1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/985/GCA_000309985.1_Brapa_1.0
Nematostella vectensis	45351	Animals	Other Animals	GCA_000209225.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/225/GCF_000209225.1_ASM20922v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/225/GCA_000209225.1_ASM20922v1
Cavia porcellus	10141	Animals	Mammals	GCA_000151735.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/735/GCF_000151735.1_Cavpor3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/735/GCA_000151735.1_Cavpor3.0
Schmidtea mediterranea	79327	Animals	Flatworms	GCA_000691995.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/995/GCA_000691995.1_S2F2
Macropus eugenii	9315	Animals	Mammals	GCA_000004035.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/035/GCA_000004035.1_Meug_1.1
Echinops telfairi	9371	Animals	Mammals	GCA_000313985.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/985/GCF_000313985.1_EchTel2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/985/GCA_000313985.1_EchTel2.0
Dasypus novemcinctus	9361	Animals	Mammals	GCA_000208655.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/655/GCF_000208655.1_Dasnov3.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/655/GCA_000208655.2_Dasnov3.0
Schistosoma mansoni	6183	Animals	Flatworms	GCA_000237925.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/925/GCF_000237925.1_ASM23792v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/925/GCA_000237925.2_ASM23792v2
Schistosoma japonicum	6182	Animals	Flatworms	GCA_000151775.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/775/GCA_000151775.1_ASM15177v1
Trichinella spiralis	6334	Animals	Roundworms	GCA_000181795.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/795/GCF_000181795.1_Trichinella_spiralis-3.7.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/795/GCA_000181795.2_Trichinella_spiralis-3.7.1
Sorex araneus	42254	Animals	Mammals	GCA_000181275.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/275/GCF_000181275.1_SorAra2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/275/GCA_000181275.2_SorAra2.0
Erinaceus europaeus	9365	Animals	Mammals	GCA_000296755.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/755/GCF_000296755.1_EriEur2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/755/GCA_000296755.1_EriEur2.0
Fasciola hepatica	6192	Animals	Flatworms	GCA_000947175.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/947/175/GCA_000947175.1_Fhepatica_v1
Histoplasma capsulatum NAm1	339724	Fungi	Ascomycetes	GCA_000149585.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/585/GCF_000149585.1_ASM14958v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/585/GCA_000149585.1_ASM14958v1
Pristionchus pacificus	54126	Animals	Roundworms	GCA_000180635.2 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/635/GCA_000180635.2_ASM18063v2
Neospora caninum Liverpool	572307	Protists	Apicomplexans	GCA_000208865.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/865/GCF_000208865.1_ASM20886v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/865/GCA_000208865.2_ASM20886v2
Leishmania infantum JPCM5	435258	Protists	Kinetoplasts	GCA_000002875.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/875/GCF_000002875.2_ASM287v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/875/GCA_000002875.2_ASM287v2
Drosophila erecta	7220	Animals	Insects	GCA_000005135.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/135/GCF_000005135.1_dere_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/135/GCA_000005135.1_dere_caf1
Drosophila willistoni	7260	Animals	Insects	GCA_000005925.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/925/GCF_000005925.1_dwil_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/925/GCA_000005925.1_dwil_caf1
Caenorhabditis japonica	281687	Animals	Roundworms	GCA_000147155.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/155/GCA_000147155.1_C_japonica-7.0.1
Caenorhabditis remanei	31234	Animals	Roundworms	GCA_000149515.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/515/GCF_000149515.1_ASM14951v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/515/GCA_000149515.1_ASM14951v1
Drosophila grimshawi	7222	Animals	Insects	GCA_000005155.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/155/GCF_000005155.2_dgri_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/155/GCA_000005155.1_dgri_caf1
Trichomonas vaginalis G3	412133	Protists	Other Protists	GCA_000002825.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/825/GCF_000002825.2_ASM282v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/825/GCA_000002825.1_ASM282v1
Drosophila mojavensis	7230	Animals	Insects	GCA_000005175.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/175/GCF_000005175.2_dmoj_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/175/GCA_000005175.1_dmoj_caf1
Meloidogyne hapla	6305	Animals	Roundworms	GCA_000172435.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/435/GCA_000172435.1_Freeze_1
Drosophila virilis	7244	Animals	Insects	GCA_000005245.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/245/GCF_000005245.1_dvir_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/245/GCA_000005245.1_dvir_caf1
Naegleria gruberi	5762	Protists	Other Protists	GCA_000004985.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/985/GCF_000004985.1_V1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/985/GCA_000004985.1_V1.0
Drosophila persimilis	7234	Animals	Insects	GCA_000005195.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/195/GCF_000005195.2_dper_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/195/GCA_000005195.1_dper_caf1
Physarum polycephalum	5791	Protists	Other Protists	GCA_000413255.3 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/413/255/GCA_000413255.3_Physarum_polycephalum-10.0
Drosophila sechellia	7238	Animals	Insects	GCA_000005215.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/215/GCF_000005215.3_dsec_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/215/GCA_000005215.1_dsec_caf1
Caenorhabditis brenneri	135651	Animals	Roundworms	GCA_000143925.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/925/GCA_000143925.2_C_brenneri-6.0.1b
Blastomyces dermatitidis ER-3	559297	Fungi	Ascomycetes	GCA_000003525.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/525/GCA_000003525.2_ASM352v2
Paramecium tetraurelia	5888	Protists	Other Protists	GCA_000165425.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/425/GCF_000165425.1_ASM16542v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/425/GCA_000165425.1_ASM16542v1
Meyerozyma guilliermondii ATCC 6260	294746	Fungi	Ascomycetes	GCA_000149425.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/425/GCF_000149425.1_ASM14942v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/425/GCA_000149425.1_ASM14942v1
Acanthamoeba castellanii str. Neff	1257118	Protists	Other Protists	GCA_000313135.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/135/GCF_000313135.1_Acastellanii.strNEFF_v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/135/GCA_000313135.1_Acastellanii.strNEFF_v1
Perkinsus marinus ATCC 50983	423536	Protists	Other Protists	GCA_000006405.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/405/GCF_000006405.1_JCVI_PMG_1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/405/GCA_000006405.1_JCVI_PMG_1.0
Meloidogyne incognita	6306	Animals	Roundworms	GCA_000180415.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/415/GCA_000180415.1_ASM18041v1
Clavispora lusitaniae ATCC 42720	306902	Fungi	Ascomycetes	GCA_000003835.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/835/GCF_000003835.1_ASM383v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/835/GCA_000003835.1_ASM383v1
Petromyzon marinus	7757	Animals	Fishes	GCA_000148955.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/955/GCA_000148955.1_Petromyzon_marinus-7.0
Daphnia pulex	6669	Animals	Other Animals	GCA_000187875.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/875/GCA_000187875.1_V1.0
Phytophthora infestans T30-4	403677	Protists	Other Protists	GCA_000142945.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/945/GCF_000142945.1_ASM14294v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/142/945/GCA_000142945.1_ASM14294v1
Blastocystis hominis	12968	Protists	Other Protists	GCA_000151665.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/665/GCF_000151665.1_ASM15166v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/665/GCA_000151665.1_ASM15166v1
Chaetomium globosum CBS 148.51	306901	Fungi	Ascomycetes	GCA_000143365.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/365/GCF_000143365.1_ASM14336v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/365/GCA_000143365.1_ASM14336v1
Euglena gracilis var. bacillaris	158060	Protists	Other Protists	GCA_001638955.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/638/955/GCA_001638955.1_Euglena_mito_Newbler
Oryctolagus cuniculus	9986	Animals	Mammals	GCA_000003625.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/625/GCF_000003625.3_OryCun2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/625/GCA_000003625.1_OryCun2.0
Coccidioides immitis RS	246410	Fungi	Ascomycetes	GCA_000149335.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/335/GCF_000149335.2_ASM14933v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/335/GCA_000149335.2_ASM14933v2
Lodderomyces elongisporus NRRL YB-4239	379508	Fungi	Ascomycetes	GCA_000149685.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/685/GCF_000149685.1_ASM14968v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/685/GCA_000149685.1_ASM14968v1
Rhizopus oryzae 99-892	1279482	Fungi	Other Fungi	GCA_000697725.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/725/GCA_000697725.1_RhiOry99-892-1.0
Uncinocarpus reesii 1704	336963	Fungi	Ascomycetes	GCA_000003515.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/515/GCF_000003515.1_ASM351v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/515/GCA_000003515.2_ASM351v2
Pongo abelii	9601	Animals	Mammals	GCF_000001545.4 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/545/GCF_000001545.4_P_pygmaeus_2.0.2	-
Allomyces macrogynus ATCC 38327	578462	Fungi	Other Fungi	GCA_000151295.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/295/GCA_000151295.1_A_macrogynus_V3
Ichthyophthirius multifiliis	5932	Protists	Other Protists	GCA_000220395.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/395/GCF_000220395.1_JCVI-IMG1-V.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/395/GCA_000220395.1_JCVI-IMG1-V.1
Paracoccidioides brasiliensis Pb18	502780	Fungi	Ascomycetes	GCA_000150735.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/735/GCF_000150735.1_Paracocci_br_Pb18_V2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/735/GCA_000150735.2_Paracocci_br_Pb18_V2
Paxillus involutus ATCC 200175	664439	Fungi	Basidiomycetes	GCA_000827475.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/475/GCA_000827475.1_Paxillus_involutus_ATCC_200175_v1.0
Scheffersomyces stipitis CBS 6054	322104	Fungi	Ascomycetes	GCA_000209165.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/165/GCF_000209165.1_ASM20916v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/165/GCA_000209165.1_ASM20916v1
Komagataella pastoris	4922	Fungi	Ascomycetes	GCA_001708105.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/105/GCA_001708105.1_ASM170810v1
Pisolithus microcarpus 441	765257	Fungi	Basidiomycetes	GCA_000827275.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/275/GCA_000827275.1_Pisolithus_microcarpus_441_v1.0
Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459	Fungi	Basidiomycetes	GCA_000149925.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/925/GCF_000149925.1_ASM14992v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/925/GCA_000149925.1_ASM14992v1
Saccharomyces pastorianus CBS 1513	1073566	Fungi	Ascomycetes	GCA_000586595.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/586/595/GCA_000586595.1_S._carlsbergensis_CBS1513
Drosophila ananassae	7217	Animals	Insects	GCA_000005115.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/115/GCF_000005115.1_dana_caf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/115/GCA_000005115.1_dana_caf1
Plasmodium reichenowi	5854	Protists	Apicomplexans	GCA_000723685.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/685/GCF_000723685.1_PREICH001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/685/GCA_000723685.1_PREICH001
Trichoderma reesei QM6a	431241	Fungi	Ascomycetes	GCA_000167675.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/167/675/GCF_000167675.1_v2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/675/GCA_000167675.2_v2.0
Spizellomyces punctatus DAOM BR117	645134	Fungi	Other Fungi	GCA_000182565.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/565/GCF_000182565.1_S_punctatus_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/565/GCA_000182565.2_S_punctatus_V1
Sterkiella histriomuscorum	94289	Protists	Other Protists	GCA_001273305.2 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/305/GCA_001273305.2_ASM127330v2
Ancylostoma duodenale	51022	Animals	Roundworms	GCA_000816745.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/745/GCA_000816745.1_A_duodenale_2.2.ec.cg.pg
Ascaris suum	6253	Animals	Roundworms	GCA_000298755.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/755/GCA_000298755.1_AscSuum_1.0
Lactuca sativa	4236	Plants	Land Plants	GCA_000227445.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/445/GCA_000227445.1_Legassy_V2
Trichoplax adhaerens	10228	Animals	Other Animals	GCA_000150275.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/275/GCF_000150275.1_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/275/GCA_000150275.1_v1.0
Biomphalaria glabrata	6526	Animals	Other Animals	GCA_000457365.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/457/365/GCF_000457365.1_ASM45736v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/457/365/GCA_000457365.1_ASM45736v1
Malus domestica	3750	Plants	Land Plants	GCA_000148765.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/765/GCF_000148765.1_MalDomGD1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/765/GCA_000148765.2_MalDomGD1.0
